Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Count_All_Casualties
2004,Northern,Minor injury,No,Yes,No,No,12,0,0,0,12,12
2004,Northern,Minor injury,No,Yes,No,Yes,1,0,0,0,1,1
2004,Northern,Minor injury,Yes,No,No,No,19,0,0,0,22,22
2004,Northern,Property damage only,No,No,No,No,994,0,0,0,0,0
2004,Northern,Property damage only,No,No,No,Yes,30,0,0,0,0,0
2004,Northern,Property damage only,No,No,Yes,No,23,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,67,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,77,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,No,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,No,11,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2004,South Eastern,Fatal,No,No,No,No,26,27,14,0,1,42
2004,South Eastern,Fatal,No,Yes,No,No,7,7,3,0,0,10
2004,South Eastern,Fatal,Yes,No,No,No,10,10,4,2,0,16
2004,South Eastern,Fatal,Yes,Yes,No,No,1,2,0,0,0,2
2004,South Eastern,Hospitalisation,No,No,No,No,734,0,876,74,55,1005
2004,South Eastern,Hospitalisation,No,No,No,Yes,18,0,19,0,3,22
2004,South Eastern,Hospitalisation,No,No,Yes,No,12,0,12,0,1,13
2004,South Eastern,Hospitalisation,No,Yes,No,No,41,0,49,11,4,64
2004,South Eastern,Hospitalisation,No,Yes,No,Yes,2,0,4,0,0,4
2004,South Eastern,Hospitalisation,Yes,No,No,No,71,0,91,14,2,107
2004,South Eastern,Hospitalisation,Yes,No,No,Yes,2,0,2,2,0,4
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0,2
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,15,0,20,1,0,21
2004,South Eastern,Medical treatment,No,No,No,No,835,0,0,1011,73,1084
2004,South Eastern,Medical treatment,No,No,No,Yes,17,0,0,18,2,20
2004,South Eastern,Medical treatment,No,No,Yes,No,11,0,0,11,0,11
2004,South Eastern,Medical treatment,No,Yes,No,No,24,0,0,28,3,31
2004,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,1,2
2004,South Eastern,Medical treatment,Yes,No,No,No,43,0,0,49,3,52
2004,South Eastern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2004,South Eastern,Medical treatment,Yes,Yes,No,No,6,0,0,11,0,11
2004,South Eastern,Minor injury,No,No,No,No,499,0,0,0,616,616
2004,South Eastern,Minor injury,No,No,No,Yes,8,0,0,0,12,12
2004,South Eastern,Minor injury,No,No,Yes,No,8,0,0,0,10,10
2004,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,17,17
2004,South Eastern,Minor injury,No,Yes,No,Yes,2,0,0,0,2,2
2004,South Eastern,Minor injury,Yes,No,No,No,25,0,0,0,25,25
2004,South Eastern,Minor injury,Yes,No,Yes,No,2,0,0,0,5,5
2004,South Eastern,Minor injury,Yes,Yes,No,No,5,0,0,0,6,6
2004,South Eastern,Property damage only,No,No,No,No,1147,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,No,Yes,41,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,Yes,No,16,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,75,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,137,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,8,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,14,0,0,0,0,0
2004,Southern,Fatal,No,No,No,No,46,52,26,6,3,87
2004,Southern,Fatal,No,No,No,Yes,1,1,1,0,0,2
2004,Southern,Fatal,No,No,Yes,No,6,8,9,0,0,17
2004,Southern,Fatal,No,Yes,No,No,6,6,2,0,0,8
2004,Southern,Fatal,Yes,No,No,No,4,4,1,0,0,5
2004,Southern,Fatal,Yes,No,Yes,Yes,1,1,0,0,0,1
2004,Southern,Fatal,Yes,Yes,No,No,8,9,6,12,0,27
2004,Southern,Hospitalisation,No,No,No,No,678,0,844,75,38,957
2004,Southern,Hospitalisation,No,No,No,Yes,31,0,37,5,1,43
2004,Southern,Hospitalisation,No,No,Yes,No,38,0,49,4,0,53
2004,Southern,Hospitalisation,No,No,Yes,Yes,1,0,1,1,0,2
2004,Southern,Hospitalisation,No,Yes,No,No,45,0,60,7,1,68
2004,Southern,Hospitalisation,No,Yes,No,Yes,4,0,6,0,0,6
2004,Southern,Hospitalisation,No,Yes,Yes,No,1,0,1,1,0,2
2004,Southern,Hospitalisation,Yes,No,No,No,68,0,86,9,5,100
2004,Southern,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,Yes,No,No,8,0,11,2,0,13
2004,Southern,Hospitalisation,Yes,Yes,No,Yes,1,0,2,1,0,3
2004,Southern,Medical treatment,No,No,No,No,667,0,0,850,51,901
2004,Southern,Medical treatment,No,No,No,Yes,20,0,0,27,0,27
2004,Southern,Medical treatment,No,No,Yes,No,18,0,0,21,0,21
2004,Southern,Medical treatment,No,Yes,No,No,27,0,0,32,2,34
2004,Southern,Medical treatment,No,Yes,No,Yes,2,0,0,2,0,2
2004,Southern,Medical treatment,Yes,No,No,No,34,0,0,45,2,47
2004,Southern,Medical treatment,Yes,No,Yes,No,4,0,0,4,0,4
2004,Southern,Medical treatment,Yes,Yes,No,No,4,0,0,8,2,10
2004,Southern,Minor injury,No,No,No,No,425,0,0,0,524,524
2004,Southern,Minor injury,No,No,No,Yes,14,0,0,0,21,21
2004,Southern,Minor injury,No,No,Yes,No,9,0,0,0,9,9
2004,Southern,Minor injury,No,Yes,No,No,18,0,0,0,22,22
2004,Southern,Minor injury,Yes,No,No,No,13,0,0,0,13,13
2004,Southern,Minor injury,Yes,Yes,No,No,5,0,0,0,8,8
2004,Southern,Property damage only,No,No,No,No,1602,0,0,0,0,0
2004,Southern,Property damage only,No,No,No,Yes,70,0,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,No,47,0,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2004,Southern,Property damage only,No,Yes,No,No,76,0,0,0,0,0
2004,Southern,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,No,86,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,Yes,No,2,0,0,0,0,0
2004,Southern,Property damage only,Yes,Yes,No,No,11,0,0,0,0,0
2004,Unknown,Hospitalisation,No,No,No,No,6,0,8,1,2,11
2004,Unknown,Hospitalisation,No,Yes,No,No,2,0,2,0,0,2
2004,Unknown,Hospitalisation,Yes,No,No,No,1,0,2,2,0,4
2004,Unknown,Medical treatment,No,No,No,No,7,0,0,7,0,7
2004,Unknown,Medical treatment,No,No,No,Yes,1,0,0,1,0,1
2004,Unknown,Medical treatment,Yes,No,No,No,1,0,0,1,0,1
2004,Unknown,Minor injury,No,No,No,No,4,0,0,0,4,4
2004,Unknown,Property damage only,No,No,No,No,12,0,0,0,0,0
2004,Unknown,Property damage only,No,No,No,Yes,1,0,0,0,0,0
2005,Brisbane,Fatal,No,No,No,No,26,27,7,1,1,36
2005,Brisbane,Fatal,No,No,Yes,No,1,1,0,0,0,1
2005,Brisbane,Fatal,No,Yes,No,No,6,6,1,0,0,7
2005,Brisbane,Fatal,Yes,No,No,No,8,8,6,0,0,14
2005,Brisbane,Fatal,Yes,Yes,No,No,4,4,1,3,0,8
2005,Brisbane,Hospitalisation,No,No,No,No,1303,0,1519,157,98,1774
2005,Brisbane,Hospitalisation,No,No,No,Yes,27,0,30,2,5,37
2005,Brisbane,Hospitalisation,No,No,Yes,No,17,0,20,0,2,22
2005,Brisbane,Hospitalisation,No,Yes,No,No,58,0,82,3,3,88
2005,Brisbane,Hospitalisation,Yes,No,No,No,85,0,106,13,3,122
2005,Brisbane,Hospitalisation,Yes,No,Yes,No,5,0,5,3,0,8
2005,Brisbane,Hospitalisation,Yes,Yes,No,No,26,0,39,9,1,49
2005,Brisbane,Medical treatment,No,No,No,No,1813,0,0,2201,166,2367
2005,Brisbane,Medical treatment,No,No,No,Yes,30,0,0,37,2,39
2005,Brisbane,Medical treatment,No,No,Yes,No,26,0,0,28,0,28
2005,Brisbane,Medical treatment,No,Yes,No,No,51,0,0,56,7,63
2005,Brisbane,Medical treatment,No,Yes,No,Yes,3,0,0,3,0,3
2005,Brisbane,Medical treatment,Yes,No,No,No,68,0,0,79,6,85
2005,Brisbane,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2005,Brisbane,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2005,Brisbane,Medical treatment,Yes,Yes,No,No,11,0,0,16,2,18
2005,Brisbane,Medical treatment,Yes,Yes,No,Yes,1,0,0,2,0,2
2005,Brisbane,Minor injury,No,No,No,No,965,0,0,0,1151,1151
2005,Brisbane,Minor injury,No,No,No,Yes,13,0,0,0,16,16
2005,Brisbane,Minor injury,No,No,Yes,No,7,0,0,0,7,7
2005,Brisbane,Minor injury,No,Yes,No,No,36,0,0,0,42,42
2005,Brisbane,Minor injury,Yes,No,No,No,31,0,0,0,37,37
2005,Brisbane,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2005,Brisbane,Minor injury,Yes,Yes,No,No,6,0,0,0,8,8
2005,Brisbane,Property damage only,No,No,No,No,2104,0,0,0,0,0
2005,Brisbane,Property damage only,No,No,No,Yes,68,0,0,0,0,0
2005,Brisbane,Property damage only,No,No,Yes,No,33,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,No,132,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,No,182,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,Yes,2,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,Yes,No,No,25,0,0,0,0,0
2005,Central,Fatal,No,No,No,No,45,56,32,6,0,94
2005,Central,Fatal,No,No,No,Yes,1,1,0,0,0,1
2005,Central,Fatal,No,No,Yes,No,11,12,7,1,0,20
2005,Central,Fatal,No,Yes,No,No,12,14,7,6,2,29
2005,Central,Fatal,Yes,No,No,No,12,13,4,3,1,21
2005,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2005,Central,Fatal,Yes,Yes,No,No,6,7,0,0,1,8
2005,Central,Fatal,Yes,Yes,Yes,No,1,1,0,1,0,2
2005,Central,Hospitalisation,No,No,No,No,871,0,1033,119,43,1195
2005,Central,Hospitalisation,No,No,No,Yes,31,0,33,8,2,43
2005,Central,Hospitalisation,No,No,Yes,No,59,0,79,8,1,88
2005,Central,Hospitalisation,No,Yes,No,No,61,0,94,11,7,112
2005,Central,Hospitalisation,No,Yes,No,Yes,2,0,2,0,0,2
2005,Central,Hospitalisation,Yes,No,No,No,96,0,116,11,5,132
2005,Central,Hospitalisation,Yes,No,No,Yes,1,0,2,0,0,2
2005,Central,Hospitalisation,Yes,No,Yes,No,6,0,6,0,0,6
2005,Central,Hospitalisation,Yes,Yes,No,No,22,0,27,1,2,30
2005,Central,Medical treatment,No,No,No,No,936,0,0,1159,77,1236
2005,Central,Medical treatment,No,No,No,Yes,30,0,0,38,2,40
2005,Central,Medical treatment,No,No,Yes,No,33,0,0,40,1,41
2005,Central,Medical treatment,No,Yes,No,No,33,0,0,38,5,43
2005,Central,Medical treatment,Yes,No,No,No,61,0,0,73,3,76
2005,Central,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2005,Central,Medical treatment,Yes,Yes,No,No,10,0,0,12,0,12
2005,Central,Minor injury,No,No,No,No,542,0,0,0,626,626
2005,Central,Minor injury,No,No,No,Yes,22,0,0,0,23,23
2005,Central,Minor injury,No,No,Yes,No,18,0,0,0,19,19
2005,Central,Minor injury,No,Yes,No,No,14,0,0,0,17,17
2005,Central,Minor injury,Yes,No,No,No,38,0,0,0,44,44
2005,Central,Minor injury,Yes,No,Yes,No,3,0,0,0,3,3
2005,Central,Minor injury,Yes,Yes,No,No,8,0,0,0,8,8
2005,Central,Property damage only,No,No,No,No,1864,0,0,0,0,0
2005,Central,Property damage only,No,No,No,Yes,75,0,0,0,0,0
2005,Central,Property damage only,No,No,Yes,No,44,0,0,0,0,0
2005,Central,Property damage only,No,Yes,No,No,115,0,0,0,0,0
2005,Central,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2005,Central,Property damage only,Yes,No,No,No,151,0,0,0,0,0
2005,Central,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2005,Central,Property damage only,Yes,No,Yes,No,5,0,0,0,0,0
2005,Central,Property damage only,Yes,Yes,No,No,25,0,0,0,0,0
2005,Central,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2005,Northern,Fatal,No,No,No,No,24,24,8,0,1,33
2005,Northern,Fatal,No,No,No,Yes,3,3,0,0,0,3
2005,Northern,Fatal,No,No,Yes,No,2,3,4,0,1,8
2005,Northern,Fatal,No,Yes,No,No,6,9,1,1,0,11
2005,Northern,Fatal,No,Yes,Yes,No,2,2,0,1,0,3
2005,Northern,Fatal,Yes,No,No,No,8,8,0,1,1,10
2005,Northern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2005,Northern,Fatal,Yes,Yes,No,No,3,3,1,2,0,6
2005,Northern,Fatal,Yes,Yes,No,Yes,1,1,0,0,0,1
2005,Northern,Hospitalisation,No,No,No,No,545,0,643,55,29,727
2005,Northern,Hospitalisation,No,No,No,Yes,22,0,27,3,1,31
2005,Northern,Hospitalisation,No,No,Yes,No,15,0,23,7,1,31
2005,Northern,Hospitalisation,No,Yes,No,No,32,0,38,3,1,42
2005,Northern,Hospitalisation,No,Yes,No,Yes,2,0,2,0,0,2
2005,Northern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2005,Northern,Hospitalisation,Yes,No,No,No,55,0,66,7,2,75
2005,Northern,Hospitalisation,Yes,No,No,Yes,3,0,5,0,0,5
2005,Northern,Hospitalisation,Yes,No,Yes,No,3,0,5,1,0,6
2005,Northern,Hospitalisation,Yes,Yes,No,No,11,0,16,2,0,18
2005,Northern,Medical treatment,No,No,No,No,430,0,0,498,31,529
2005,Northern,Medical treatment,No,No,No,Yes,13,0,0,21,2,23
2005,Northern,Medical treatment,No,No,Yes,No,9,0,0,13,0,13
2005,Northern,Medical treatment,No,Yes,No,No,15,0,0,18,1,19
2005,Northern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2005,Northern,Medical treatment,Yes,No,No,No,32,0,0,38,2,40
2005,Northern,Medical treatment,Yes,No,No,Yes,2,0,0,2,0,2
2005,Northern,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2005,Northern,Medical treatment,Yes,Yes,No,No,5,0,0,5,0,5
2005,Northern,Minor injury,No,No,No,No,302,0,0,0,353,353
2005,Northern,Minor injury,No,No,No,Yes,15,0,0,0,19,19
2005,Northern,Minor injury,No,No,Yes,No,9,0,0,0,10,10
2005,Northern,Minor injury,No,Yes,No,No,7,0,0,0,10,10
2005,Northern,Minor injury,Yes,No,No,No,22,0,0,0,23,23
2005,Northern,Minor injury,Yes,No,No,Yes,1,0,0,0,1,1
2005,Northern,Minor injury,Yes,Yes,No,No,1,0,0,0,2,2
2005,Northern,Property damage only,No,No,No,No,947,0,0,0,0,0
2005,Northern,Property damage only,No,No,No,Yes,29,0,0,0,0,0
2005,Northern,Property damage only,No,No,Yes,No,20,0,0,0,0,0
2005,Northern,Property damage only,No,Yes,No,No,58,0,0,0,0,0
2005,Northern,Property damage only,No,Yes,No,Yes,4,0,0,0,0,0
2005,Northern,Property damage only,Yes,No,No,No,75,0,0,0,0,0
2005,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2005,Northern,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2005,Northern,Property damage only,Yes,Yes,No,No,8,0,0,0,0,0
2005,Northern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2005,South Eastern,Fatal,No,No,No,No,22,25,4,3,0,32
2005,South Eastern,Fatal,No,No,Yes,No,1,2,0,0,0,2
2005,South Eastern,Fatal,No,Yes,No,No,7,7,1,0,0,8
2005,South Eastern,Fatal,Yes,No,No,No,10,11,6,2,0,19
2005,South Eastern,Fatal,Yes,Yes,No,No,2,3,1,0,0,4
2005,South Eastern,Hospitalisation,No,No,No,No,722,0,868,64,52,984
2005,South Eastern,Hospitalisation,No,No,No,Yes,12,0,17,0,4,21
2005,South Eastern,Hospitalisation,No,No,Yes,No,11,0,11,0,0,11
2005,South Eastern,Hospitalisation,No,Yes,No,No,42,0,55,3,4,62
2005,South Eastern,Hospitalisation,No,Yes,No,Yes,2,0,4,0,0,4
2005,South Eastern,Hospitalisation,Yes,No,No,No,83,0,101,9,12,122
2005,South Eastern,Hospitalisation,Yes,No,No,Yes,2,0,2,0,0,2
2005,South Eastern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2005,South Eastern,Hospitalisation,Yes,Yes,No,No,18,0,22,1,2,25
2005,South Eastern,Medical treatment,No,No,No,No,853,0,0,1049,71,1120
2005,South Eastern,Medical treatment,No,No,No,Yes,12,0,0,16,2,18
2005,South Eastern,Medical treatment,No,No,Yes,No,7,0,0,8,2,10
2005,South Eastern,Medical treatment,No,Yes,No,No,37,0,0,46,3,49
2005,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2005,South Eastern,Medical treatment,No,Yes,Yes,No,1,0,0,1,1,2
2005,South Eastern,Medical treatment,Yes,No,No,No,51,0,0,63,5,68
2005,South Eastern,Medical treatment,Yes,No,Yes,No,2,0,0,4,0,4
2005,South Eastern,Medical treatment,Yes,Yes,No,No,6,0,0,7,0,7
2005,South Eastern,Minor injury,No,No,No,No,445,0,0,0,526,526
2005,South Eastern,Minor injury,No,No,No,Yes,10,0,0,0,10,10
2005,South Eastern,Minor injury,No,No,Yes,No,8,0,0,0,8,8
2005,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,13,13
2005,South Eastern,Minor injury,Yes,No,No,No,29,0,0,0,37,37
2005,South Eastern,Minor injury,Yes,Yes,No,No,3,0,0,0,3,3
2005,South Eastern,Property damage only,No,No,No,No,997,0,0,0,0,0
2005,South Eastern,Property damage only,No,No,No,Yes,40,0,0,0,0,0
2005,South Eastern,Property damage only,No,No,Yes,No,21,0,0,0,0,0
2005,South Eastern,Property damage only,No,Yes,No,No,87,0,0,0,0,0
2005,South Eastern,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,No,No,139,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,Yes,No,6,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,Yes,No,No,14,0,0,0,0,0
2005,Southern,Fatal,No,No,No,No,45,51,16,9,2,78
2005,Southern,Fatal,No,No,Yes,No,3,3,1,0,0,4
2005,Southern,Fatal,No,Yes,No,No,5,6,2,0,0,8
2005,Southern,Fatal,Yes,No,No,No,10,10,1,3,0,14
2005,Southern,Fatal,Yes,No,No,Yes,1,1,0,0,0,1
2005,Southern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2005,Southern,Fatal,Yes,Yes,No,No,5,5,2,1,0,8
2005,Southern,Hospitalisation,No,No,No,No,690,0,851,95,54,1000
2005,Southern,Hospitalisation,No,No,No,Yes,27,0,31,7,0,38
2005,Southern,Hospitalisation,No,No,Yes,No,40,0,56,4,1,61
2005,Southern,Hospitalisation,No,Yes,No,No,47,0,57,7,2,66
2005,Southern,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0,1
2005,Southern,Hospitalisation,No,Yes,Yes,No,1,0,2,0,0,2
2005,Southern,Hospitalisation,Yes,No,No,No,56,0,71,12,3,86
2005,Southern,Hospitalisation,Yes,No,No,Yes,4,0,5,0,0,5
2005,Southern,Hospitalisation,Yes,No,Yes,No,2,0,5,1,0,6
2005,Southern,Hospitalisation,Yes,Yes,No,No,7,0,8,2,0,10
2005,Southern,Hospitalisation,Yes,Yes,No,Yes,2,0,2,0,2,4
2005,Southern,Medical treatment,No,No,No,No,712,0,0,877,36,913
2005,Southern,Medical treatment,No,No,No,Yes,26,0,0,32,0,32
2005,Southern,Medical treatment,No,No,Yes,No,21,0,0,28,1,29
2005,Southern,Medical treatment,No,Yes,No,No,30,0,0,45,2,47
2005,Southern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2005,Southern,Medical treatment,Yes,No,No,No,45,0,0,60,3,63
2005,Southern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2005,Southern,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2005,Southern,Medical treatment,Yes,Yes,No,No,3,0,0,4,0,4
2005,Southern,Minor injury,No,No,No,No,437,0,0,0,511,511
2005,Southern,Minor injury,No,No,No,Yes,13,0,0,0,15,15
2005,Southern,Minor injury,No,No,Yes,No,10,0,0,0,10,10
2005,Southern,Minor injury,No,Yes,No,No,12,0,0,0,14,14
2005,Southern,Minor injury,No,Yes,No,Yes,1,0,0,0,1,1
2005,Southern,Minor injury,No,Yes,Yes,No,1,0,0,0,1,1
2005,Southern,Minor injury,Yes,No,No,No,18,0,0,0,20,20
2005,Southern,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2005,Southern,Minor injury,Yes,Yes,No,No,4,0,0,0,4,4
2005,Southern,Property damage only,No,No,No,No,1542,0,0,0,0,0
2005,Southern,Property damage only,No,No,No,Yes,85,0,0,0,0,0
2005,Southern,Property damage only,No,No,Yes,No,35,0,0,0,0,0
2005,Southern,Property damage only,No,Yes,No,No,61,0,0,0,0,0
2005,Southern,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2005,Southern,Property damage only,No,Yes,Yes,No,2,0,0,0,0,0
2005,Southern,Property damage only,Yes,No,No,No,115,0,0,0,0,0
2005,Southern,Property damage only,Yes,No,Yes,No,4,0,0,0,0,0
2005,Southern,Property damage only,Yes,Yes,No,No,10,0,0,0,0,0
2005,Unknown,Hospitalisation,No,No,No,No,3,0,3,0,0,3
2005,Unknown,Hospitalisation,No,Yes,No,No,1,0,2,0,0,2
2005,Unknown,Medical treatment,No,No,No,No,1,0,0,1,0,1
2005,Unknown,Minor injury,No,No,No,No,4,0,0,0,4,4
2005,Unknown,Property damage only,No,No,No,No,7,0,0,0,0,0
2006,Brisbane,Fatal,No,No,No,No,26,26,5,5,3,39
2006,Brisbane,Fatal,No,Yes,No,No,7,8,1,1,0,10
2006,Brisbane,Fatal,Yes,No,No,No,9,9,1,9,0,19
2006,Brisbane,Fatal,Yes,Yes,No,No,7,10,1,0,0,11
2006,Brisbane,Hospitalisation,No,No,No,No,1194,0,1404,139,108,1651
2006,Brisbane,Hospitalisation,No,No,No,Yes,22,0,26,4,2,32
2006,Brisbane,Hospitalisation,No,No,Yes,No,16,0,25,7,2,34
2006,Brisbane,Hospitalisation,No,No,Yes,Yes,1,0,1,0,0,1
2006,Brisbane,Hospitalisation,No,Yes,No,No,78,0,104,11,9,124
2006,Brisbane,Hospitalisation,No,Yes,No,Yes,3,0,3,0,0,3
2006,Brisbane,Hospitalisation,Yes,No,No,No,98,0,128,14,4,146
2006,Brisbane,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2006,Brisbane,Hospitalisation,Yes,Yes,No,No,24,0,28,3,3,34
2006,Brisbane,Medical treatment,No,No,No,No,1829,0,0,2114,188,2302
2006,Brisbane,Medical treatment,No,No,No,Yes,34,0,0,37,3,40
2006,Brisbane,Medical treatment,No,No,Yes,No,18,0,0,22,1,23
2006,Brisbane,Medical treatment,No,No,Yes,Yes,1,0,0,1,0,1
2006,Brisbane,Medical treatment,No,Yes,No,No,56,0,0,70,4,74
2006,Brisbane,Medical treatment,No,Yes,No,Yes,1,0,0,2,0,2
2006,Brisbane,Medical treatment,Yes,No,No,No,59,0,0,70,8,78
2006,Brisbane,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2006,Brisbane,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2006,Brisbane,Medical treatment,Yes,Yes,No,No,6,0,0,8,0,8
2006,Brisbane,Medical treatment,Yes,Yes,No,Yes,1,0,0,1,0,1
2006,Brisbane,Minor injury,No,No,No,No,1068,0,0,0,1245,1245
2006,Brisbane,Minor injury,No,No,No,Yes,18,0,0,0,21,21
2006,Brisbane,Minor injury,No,No,Yes,No,16,0,0,0,17,17
2006,Brisbane,Minor injury,No,Yes,No,No,32,0,0,0,35,35
2006,Brisbane,Minor injury,No,Yes,No,Yes,3,0,0,0,4,4
2006,Brisbane,Minor injury,Yes,No,No,No,30,0,0,0,34,34
2006,Brisbane,Minor injury,Yes,No,No,Yes,1,0,0,0,2,2
2006,Brisbane,Minor injury,Yes,Yes,No,No,5,0,0,0,6,6
2006,Brisbane,Property damage only,No,No,No,No,1884,0,0,0,0,0
2006,Brisbane,Property damage only,No,No,No,Yes,60,0,0,0,0,0
2006,Brisbane,Property damage only,No,No,Yes,No,52,0,0,0,0,0
2006,Brisbane,Property damage only,No,Yes,No,No,133,0,0,0,0,0
2006,Brisbane,Property damage only,No,Yes,No,Yes,4,0,0,0,0,0
2006,Brisbane,Property damage only,No,Yes,Yes,Yes,1,0,0,0,0,0
2006,Brisbane,Property damage only,Yes,No,No,No,169,0,0,0,0,0
2006,Brisbane,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2006,Brisbane,Property damage only,Yes,No,Yes,No,5,0,0,0,0,0
2006,Brisbane,Property damage only,Yes,Yes,No,No,18,0,0,0,0,0
2006,Central,Fatal,No,No,No,No,48,49,20,11,6,86
2006,Central,Fatal,No,No,No,Yes,2,2,1,1,0,4
2006,Central,Fatal,No,No,Yes,No,4,4,0,1,0,5
2006,Central,Fatal,No,Yes,No,No,15,16,4,3,1,24
2006,Central,Fatal,Yes,No,No,No,7,7,5,4,0,16
2006,Central,Fatal,Yes,No,Yes,No,5,5,0,0,1,6
2006,Central,Fatal,Yes,Yes,No,No,8,10,1,0,0,11
2006,Central,Fatal,Yes,Yes,Yes,No,2,2,0,0,0,2
2006,Central,Hospitalisation,No,No,No,No,801,0,947,109,56,1112
2006,Central,Hospitalisation,No,No,No,Yes,30,0,34,4,3,41
2006,Central,Hospitalisation,No,No,Yes,No,55,0,66,9,2,77
2006,Central,Hospitalisation,No,Yes,No,No,65,0,79,20,4,103
2006,Central,Hospitalisation,No,Yes,No,Yes,2,0,3,0,0,3
2006,Central,Hospitalisation,Yes,No,No,No,104,0,119,13,3,135
2006,Central,Hospitalisation,Yes,No,No,Yes,2,0,2,0,0,2
2006,Central,Hospitalisation,Yes,No,Yes,No,8,0,10,1,0,11
2006,Central,Hospitalisation,Yes,Yes,No,No,18,0,23,6,0,29
2006,Central,Hospitalisation,Yes,Yes,No,Yes,1,0,1,0,0,1
